cnpj;razao_social;nome_fantasia;data_abertura;tempo_de_mercado_anos;situacao_cadastral;natureza_juridica;matriz_filial;cnae_principal;cnaes_secundarios;rossi;endereco;bairro;municipio;uf;telefone_1;telefone_2;email;capital_social;porte;Faturamento Anual;opcaoSimples;opcaoMei;socios;outrosTelefones;outrosEmails
40442840000129;CIAR - CENTRO INTERNACIONAL DE ANALISE RELACIONAL LEOPOLDO VIEIRA LTDA;;18/05/1992;32;Ativa;Sociedade Empresária Limitada;Matriz;8690901 - Atividades de práticas integrativas e complementares em saúde humana;4761001 - Comércio varejista de livros|4761002 - Comércio varejista de jornais e revistas|4763602 - Comércio varejista de artigos esportivos|8230001 - Serviços de organização de feiras, congressos, exposições e festas|8531700 - Educação superior - graduação|8533300 - Educação superior - pós graduação e extensão|8550302 - Atividades de apoio à educação, exceto caixas escolares|8599604 - Treinamento em desenvolvimento profissional e gerencial|8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|8650005 - Atividades de terapia ocupacional|8650006 - Atividades de fonoaudiologia;80250085;Avenida Sete De Setembro, 4476, Conj 104 Andar 1;Batel;Curitiba;PR;41 33436964;;ciarcuritiba@ciar.com.br;30000;ME;até R$360.000;Sim;Não;Jose Leopoldo Vieira|Ana Elizabeth Luz Guerra;41 33436964;
40426801000138;INTEGRACCAO ARTICULAR CLINICA DE FISIOTERAPIA LTDA;R. M. R. FISIOTERAPIA;13/04/1992;32;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;;80250070;Rua Buenos Aires, 466, Conj 64 Andar 06 Cond Batel Main Offices I;Batel;Curitiba;PR;41 30274884;;valdeci.araujo@hotmail.com;15000;ME;até R$360.000;Sim;Não;Renato Muniz Ribas Junior|Jacqueline Alberge Ribas;41 30274884;
73972994000181;FISIOCENTER - CENTRO PARANAENSE DE FISIOTERAPIA LTDA;FISIOCARE;01/12/1993;31;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;4729699 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente|8650005 - Atividades de terapia ocupacional|9313100 - Atividades de condicionamento físico;80730201;Alameda Doutor Carlos De Carvalho, 1310;Bigorrilho;Curitiba;PR;41 30224948;;fisio.fisiocenter@gmail.com;95000;ME;até R$360.000;Sim;Não;Fabiane Ribeiro Matheus;41 30224948;
73546384000116;INTEGRARE CLINICA DE REABILITACAO, FISIOTERAPIAS E TERAPIAS INTEGRADAS LTDA;INTEGRARE TERAPIAS INTEGRADAS;21/10/1993;31;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650003 - Atividades de psicologia e psicanálise|8650005 - Atividades de terapia ocupacional|8650006 - Atividades de fonoaudiologia|8690903 - Atividades de acupuntura;80010200;Rua Joao Negrao, 380, Conj 101 Andar 10 Cond Forti Martins Ed;Centro;Curitiba;PR;41 32231670;;legalizacao@exactaonline.com.br;5000;ME;até R$360.000;Não;Não;Meiry Regina Dos Santos Silva|Gilmar Camilo Da Silva;41 32231670;
73310203000158;L BRAGUETO CLINICA DE FISIOTERAPIA S/S LTDA.;L.BRAGUETO FISIOTERAPIA E ESTETICA;03/09/1993;31;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650006 - Atividades de fonoaudiologia|8650003 - Atividades de psicologia e psicanálise;82810000;Avenida Presidente Affonso Camargo, 4137;Capao Da Imbuia;Curitiba;PR;41 32674883;41 32674883;lesliem@bol.com.br;5000;ME;até R$360.000;Sim;Não;Leslie Mara Bragueto;41 32674883,41 32674883;
72525678000107;M. M. & R. PSICOLOGAS ASSOCIADAS S/C LTDA;VITALE CONSULTORIOS INTEGRADOS;03/08/1993;31;Ativa;Sociedade Simples Limitada;Matriz;8650003 - Atividades de psicologia e psicanálise;8650004 - Atividades de fisioterapia|8650006 - Atividades de fonoaudiologia;80420210;Rua Visconde Do Rio Branco, 1335, Apto. 92;Centro;Curitiba;PR;41 32231107;;adrianastival1@gmail.com;0;ME;até R$360.000;Sim;Não;Marcia Maria Stival Onyszkiewicz;41 32231107;
72224355000175;TERAPIAS PORTAO LTDA;TERAPIAS PORTAO;11/05/1993;31;Ativa;Sociedade Empresária Limitada;Matriz;9313100 - Atividades de condicionamento físico;8599604 - Treinamento em desenvolvimento profissional e gerencial|8650002 - Atividades de profissionais da nutrição|8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;81070050;Rua Luiz Parigot De Souza, 826;Portao;Curitiba;PR;41 984111933;;terapiasportao@yahoo.com.br;2000;ME;até R$360.000;Não;Não;Aline Marie Martinez E Silva Orives|Roberto Oliveira Orives;41 984111933;
68811991000126;CLINICA DE FISIOTERAPIA ' DE PAULA' S/S LTDA;;04/03/1993;31;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;;81070110;Rua Caetano Marchesini, 255;Portao;Curitiba;PR;41 31490565;;fisioterapiadepaula@yahoo.com.br;4000;ME;até R$360.000;Sim;Não;Ivana Mara Ton De Paula|Camila Ton De Paula;41 31490565;
00084205000100;CENTRO DE PSICOMOTRICIDADE AGUA E VIDA LTDA;;01/06/1994;30;Ativa;Sociedade Empresária Limitada;Matriz;8650099 - Atividades de profissionais da área de saúde não especificadas anteriormente;8599604 - Treinamento em desenvolvimento profissional e gerencial|8650004 - Atividades de fisioterapia|8650005 - Atividades de terapia ocupacional|8650006 - Atividades de fonoaudiologia|8660700 - Atividades de apoio à gestão de saúde;80520290;Rua Raquel Prado, 710;Bom Retiro;Curitiba;PR;;;;55000;ME;até R$360.000;Não;Não;Jocian Machado Bueno;;
86871829000185;CLINILIFE - CLINICA DE FISIOTERAPIA LTDA;;09/03/1994;30;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81050001;Avenida Republica Argentina, 5403;Novo Mundo;Curitiba;PR;41 33236442;;;5000;ME;até R$360.000;Sim;Não;Taciana Perdonsini Sobrinho|Geraldina Ivone Perdonsini;41 33236442;
00462133000180;FERNANDO WAGNER DA SILVA LIMA CONSULTORIO DE FISIOTERAPIA E CONDICIONAMENTO FISICO;REABFORM SAUDE;01/02/1995;29;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;8690903 - Atividades de acupuntura|9313100 - Atividades de condicionamento físico;80030440;Rua Manoel Eufrasio, 403, Loja 04 Andar Tr Cond Renaissance Ed;Juveve;Curitiba;PR;41 991333113;41 992551512;reabform@gmail.com;0;ME;até R$360.000;Sim;Não;;41 991333113,41 992551512;
01565071000102;CLINICA DE FISIOTERAPIA CURITIBA LTDA;CLNICA DO ATLETA;01/12/1996;28;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80240240;Rua Carneiro Lobo, 19;Agua Verde;Curitiba;PR;41 2425458;;;0;ME;até R$360.000;Sim;Não;Luciene Reis Bittencourt|Magali Do Rocio Manoel;41 2425458;
01504184000190;INSTITUTO SARA DE ORTOPEDIA E FISIOTERAPIA LTDA;INSTITUTO SARA DE FISIOTERAPIA;28/10/1996;28;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8630503 - Atividade médica ambulatorial restrita a consultas|8650003 - Atividades de psicologia e psicanálise|8650006 - Atividades de fonoaudiologia;80020100;Pra?A Tiradentes, 236, Conj 104;Centro;Curitiba;PR;41 30278945;41 30278946;;15000;ME;até R$360.000;Sim;Não;Wilson Marcelino Junior|Emerson Carlos Pavelski;41 30278945,41 30278946;
01387353000159;SIMONE CASAGRANDE BRISSE & CIA LTDA;PONTO DE EQUILIBRO CLINICA DE FISIOTERAPIA;23/08/1996;28;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80620010;Avenida Republica Argentina, 1505, Loja 1211 Andar 12 Cond Union Tower Ed;Agua Verde;Curitiba;PR;41 32431550;;simonebrisse@hotmail.com;2000;ME;até R$360.000;Sim;Não;Simone Casagrande Brisse|Marcio Aparecido Brisse;41 32431550;
01397688000158;SISTEMA INTEGRADO DE APERFEICOAMENTO FISICO LTDA;SIAF;01/08/1996;28;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80710130;Rua Pedro Nolasko Pizzatto, 428;Merces;Curitiba;PR;41 33360920;;fisiovera@bol.com.br;0;ME;até R$360.000;Sim;Não;Patricia Alessandra Toscani|Claudia Fagundes Alves|Vera Lucia Fontes Haddad;41 33360920;
01270145000175;SAN GERMAN SERVICOS DE FISIOTERAPIA SS;;25/06/1996;28;Ativa;Sociedade Simples Pura;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80020310;Rua Xv De Novembro, 297, Andar 11 Sala 1101;Centro;Curitiba;PR;41 30793936;;;6000;ME;até R$360.000;Sim;Não;Milton Agostinho Junior|Lurdes Maria Kraiewski|Claudia Heloize Bonn De Hollanda;41 30793936;
01229016000133;CLINICA DE TERAPIAS ALTERNATIVAS LTDA;CLINA DE TERAPIAS;01/06/1996;28;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8690901 - Atividades de práticas integrativas e complementares em saúde humana|8690903 - Atividades de acupuntura|9602502 - Atividades de estética e outros serviços de cuidados com a beleza|8650003 - Atividades de psicologia e psicanálise|8650005 - Atividades de terapia ocupacional|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;80510000;Rua Inacio Lustosa, 863;Sao Francisco;Curitiba;PR;;;;0;ME;até R$360.000;Não;Não;Brunilda Tempel Reichmann|Annie Tempel Reichmann;;
02169082000128;ALFACLIN SERVICOS DE SAUDE S/S;ALFACLIN;09/10/1997;27;Ativa;Sociedade Simples Pura;Matriz;8630503 - Atividade médica ambulatorial restrita a consultas;8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|8650006 - Atividades de fonoaudiologia;81720000;Rua Francisco Derosso, 2571;Xaxim;Curitiba;PR;41 32756986;;alfaclin2571@gmail.com;0;ME;até R$360.000;Não;Não;Simone De Lima Szlichta|Wanderley Szlichta;41 32756986;
02040546000100;CINDOR CENTRO INTERDISCIPLINAR DE TRATAMENTO DA DOR S/S;;14/08/1997;27;Ativa;Sociedade Simples Pura;Matriz;8650004 - Atividades de fisioterapia;;80240440;Rua Teixeira Soares, 50;Seminario;Curitiba;PR;41 33361540;;;3600;ME;até R$360.000;Não;Não;Mariani Pastuch Ache|Lucia Clebis Da Cruz|Paulo Gustavo Ramos Paiva|Debora Luana Oliveira Teixeira|Maria Izabel Feltrin;41 33361540;
02053878000110;ORTHOFISIO CLINICA DE FISIOTERAPIA S/S LTDA;;01/08/1997;27;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;81320000;Rua Carlos Klemtz, 1707;Fazendinha;Curitiba;PR;41 991644407;;clinicaorthofisio@hotmail.com;55000;ME;até R$360.000;Sim;Não;Francielly Cristina Pergher;41 991644407;
01912639000106;PILATTI FISIOTERAPIA LTDA;BIOCLIN;17/06/1997;27;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80730001;Rua Padre Anchieta, 1846, Conj 1110 Andar 11 Cond Biocentro Cd;Bigorrilho;Curitiba;PR;41 30153088;;carenpilatti@hotmail.com;2000;ME;até R$360.000;Sim;Não;Caren Cristina Pilatti;41 2256560,41 30153088;
01727142000118;LUXSOM FONOAUDIOLOGIA E PSICOLOGIA LTDA;LUXSOM;21/03/1997;27;Ativa;Sociedade Empresária Limitada;Matriz;8650006 - Atividades de fonoaudiologia;4773300 - Comércio varejista de artigos médicos e ortopédicos|8599699 - Outras atividades de ensino não especificadas anteriormente|8650002 - Atividades de profissionais da nutrição|8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|8650005 - Atividades de terapia ocupacional;81710000;Rua Francisco Derosso, 1700;Xaxim;Curitiba;PR;41 32767783;;luxsom.adm@gmail.com;5000;ME;até R$360.000;Sim;Não;Rita De Cassia Gioppo Fusculim|Roberto De Souza Fusculim;41 32767783;
01642021000173;FISIO GLOBAL CENTRO DE REEDUCACAO RESP E POSTURAL S/C L;;25/01/1997;27;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80730350;Rua Marechal Jose Bernardino Bormann, 966;Bigorrilho;Curitiba;PR;41 33397951;41 996661132;monteviza@monteviza.cnt.br;0;ME;até R$360.000;Sim;Não;Josleide Carlota Baldim Rodrigues Hlatchuk|Elisa Carolina Hlatchuk;41 33397951,41 996661132;
02894314000100;CLINICA DR.MARCOS SCHNEIDER S/S LTDA;;19/11/1998;26;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8591100 - Ensino de esportes|9313100 - Atividades de condicionamento físico;80610150;Rua Morretes, 383;Portao;Curitiba;PR;41 3452179;;;3000;ME;até R$360.000;Sim;Não;Marcos Schneider|Felipe Pessanha Gomes;41 3452179;
02794099000176;CENTRO DIA CLINICA DE RECUPERACAO LTDA;;21/09/1998;26;Ativa;Sociedade Empresária Limitada;Matriz;8630503 - Atividade médica ambulatorial restrita a consultas;8650004 - Atividades de fisioterapia;81530130;Rua Otavio Pereira Dos Anjos, 454;Jardim Das Americas;Curitiba;PR;;;;0;ME;até R$360.000;Sim;Não;Marcos Antonio Ribas|Paulo Roberto De Miranda Sandoval|Maria Alice Pereira De Oliveira;;
02734076000176;CLINICA SAO JOAO BATISTA LTDA;CLINICA SAO JOAO BATISTA;11/09/1998;26;Ativa;Sociedade Empresária Limitada;Matriz;8630503 - Atividade médica ambulatorial restrita a consultas;8650004 - Atividades de fisioterapia|8640207 - Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;81280270;Rua Professor Joao Falarz, 1070, Casa 01;Orleans;Curitiba;PR;41 32760080;;itamarcivi@terra.com.br;50000;ME;até R$360.000;Não;Não;Joao Batista De Area Lima|Eliane Lima De Sousa;41 32760080;
02631043000109;SANTOS & IVANOWSKI LTDA;CENTRO INTEGRADO DE TERAPIAS DO DESENVOLVIMENTO HUMANO;16/07/1998;26;Ativa;Sociedade Empresária Limitada;Matriz;8650003 - Atividades de psicologia e psicanálise;8650004 - Atividades de fisioterapia|8650002 - Atividades de profissionais da nutrição|8650005 - Atividades de terapia ocupacional;81320185;Rua Juvenal Carvalho, 127;Fazendinha;Curitiba;PR;41 32453836;;;0;ME;até R$360.000;Sim;Não;Marciane Ivanowski Ferreira Dos Santos|Fabiane Dos Santos Pires;41 32453836;
02656754000120;QUALIMASTER CONSULTORIA EMPRESARIAL LTDA;;01/07/1998;26;Ativa;Sociedade Empresária Limitada;Matriz;7020400 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;7119704 - Serviços de perícia técnica relacionados à segurança do trabalho|8550302 - Atividades de apoio à educação, exceto caixas escolares|8650004 - Atividades de fisioterapia;80060010;Rua Marechal Deodoro, 869, Andar 2 Andar Conjunto 203;Centro;Curitiba;PR;41 32230089;41 32244977;qualimaster@qualimaster.com.br;10000;ME;até R$360.000;Não;Não;Sergio Roberto Ribas;41 32230089,41 32244977;
02462890000189;FISIOFORM CLINICA DE FISIOTERAPIA LTDA;;03/04/1998;26;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80520560;Rua Carlos Augusto Cornelsen, 321;Bom Retiro;Curitiba;PR;41 3573611;;;0;ME;até R$360.000;Sim;Não;Douglas Almeida Felipe|Karen Cristina Sendeski Felipe;41 3573611;
02811697000106;CENTRO DE ORTOPEDIA E FISIOTERAPIA BATEL S/C LTDA;COFIB;18/03/1998;26;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80310080;Rua Jose Naves Da Cunha, 51;Batel;Curitiba;PR;41 3452179;;;10000;ME;até R$360.000;Não;Não;Cleima Coltri Bittelbrunn|Ana Valeria Rigolino Teixeira|Glauco Vinicius Bittelbrunn Pauka Mello;41 3452179;
02542432000150;CLINICA DE FISIOTERAPIA E REABILITACAO ROCHA LTDA;;02/01/1998;26;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;82200500;Rua Capitao Manoel Pacheco Da Costa, 229, Cs 01;Ahu;Curitiba;PR;41 32545082;41 995014839;mayercontabeis@hotmail.com;10000;ME;até R$360.000;Não;Não;Nelson Sergio Rocha Ramos|Ione Rocha Ramos;41 32545082,41 995014839;
03564932000155;PONTO DE APOIO SAUDE-CLINICA DE FISIOTERAPIA E DE FONOAUDIOLOGIA LTDA;PONTO DE APOIO SAUDE;17/12/1999;25;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650006 - Atividades de fonoaudiologia;81150050;Avenida Winston Churchill, 2370, Sala 407 Andar 04;Capao Raso;Curitiba;PR;41 30763387;;pontodeapoiosaude_clinica@hotmail.com;15000;ME;até R$360.000;Sim;Não;Jacqueline Alexandra Pereira|Wilson Pereira;41 30763387;
03469795000170;EVOLUCAO COMERCIAL LTDA;EVOLUCAO SERVICOS;22/10/1999;25;Ativa;Sociedade Empresária Limitada;Matriz;8211300 - Serviços combinados de escritório e apoio administrativo;4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática|4761003 - Comércio varejista de artigos de papelaria|4781400 - Comércio varejista de artigos do vestuário e acessórios|5212500 - Carga e descarga|7711000 - Locação de automóveis sem condutor|7729202 - Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal, instrumentos musicais|7733100 - Aluguel de máquinas e equipamentos para escritórios|8650004 - Atividades de fisioterapia;82030100;Rua Francisco Hernandes Bastida, 189, Casa 02 Cond Gralha Azul Cd Res;Sao Joao;Curitiba;PR;41 32927624;;acc@accontab.com.br;1120000;ME;até R$360.000;Sim;Não;Nelcilene Amaral De Carvalho|Mariana Amaral De Carvalho Freitas|Antonio Candido De Carvalho|Thiago Antonio Amaral De Carvalho;41 998141054,41 32927624;
03433763000114;CLINICA MILLENNIUM LTDA;;05/10/1999;25;Ativa;Sociedade Simples Limitada;Matriz;8630503 - Atividade médica ambulatorial restrita a consultas;8630504 - Atividade odontológica|8720499 - Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente|8720401 - Atividades de centros de assistência psicossocial|8650004 - Atividades de fisioterapia|6822600 - Gestão e administração da propriedade imobiliaria;80240280;Rua Candido Xavier, 232;Agua Verde;Curitiba;PR;41 998206221;;trindade_pr@hotmail.com;20000;ME;até R$360.000;Sim;Não;Pedro Henrique Camargo Taborda|Gabrielle Camargo Taborda;41 998206221;
03394840000174;HANDS REABILITACAO E FISIOTERAPIA LTDA;HANDS;13/09/1999;25;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650003 - Atividades de psicologia e psicanálise|8650005 - Atividades de terapia ocupacional|8650006 - Atividades de fonoaudiologia|8690901 - Atividades de práticas integrativas e complementares em saúde humana;80330030;Rua Curupaitis, 2165;Portao;Curitiba;PR;41 33194046;;financeiro@handshc.com.br;60000;ME;até R$360.000;Sim;Não;Ana Claudia Martins Szczypior;41 33194046;
03396316000132;FISIOHOME ASSISTENCIA FISIOTERAPICA LTDA;FISIOHOME;13/09/1999;25;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80330100;Rua Maria De Campos, 130, Casa 02;Portao;Curitiba;PR;41 33478119;;contato@contabilidadedacunha.com.br;2000;ME;até R$360.000;Sim;Não;Gerson Luiz Costin|Paulo Cesar Nocera|Santina Sanny Massinham Costin;41 33478119;
03396695000160;BIOS CORPORE CLINICA DE FISIOTERAPIA E REABILITACAO LTDA;BIOS CORPORE;09/09/1999;25;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80730400;Rua Desembargador Otavio Do Amaral, 126;Bigorrilho;Curitiba;PR;41 30226398;;bioscorpore@hotmail.com;0;ME;até R$360.000;Sim;Não;Ariane Cristina Gomes|Cleuza Mary Candido;41 30226398;
03638738000177;CLINICA DE FISIOTERAPIA ABDO ZEGHBI LTDA;;25/08/1999;25;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80035130;Avenida Parana, 219;Cabral;Curitiba;PR;41 30245900;;;0;ME;até R$360.000;Sim;Não;Karla Patricia De Castro Zeghbi|Abdo Augusto Zeghbi;41 30245900;
03367402000117;NATURAFISIO CLINICA DE FISIOTERAPIA E REABILITACAO S/C LTDA;CLINICA NATURAFISIO;24/08/1999;25;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;81130140;Rua Domingos Gabardo, 241;Capao Raso;Curitiba;PR;41 3520279;;;0;ME;até R$360.000;Não;Não;Jaqueline Zacachuka|Luciani Trentino De Lima;41 3520279;
03238726000155;CLINICA DE FISIOTERAPIA FISIO HAND S/S LTDA;FISIO HAND;25/06/1999;25;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;;82210000;Avenida Anita Garibaldi, 2480, Loja L28;Sao Lourenco;Curitiba;PR;41 30220900;;officer@officernet.com.br;0;ME;até R$360.000;Sim;Não;Daniele De Jesus Miranda|Senia De Jesus Miranda;41 30220900;
03124978000153;C.M. CLINICA DE REABILITACAO DA MAO LTDA;C.M. LINICA DA MAO;12/04/1999;25;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80060160;Rua Da Paz, 195, Conj. 121;Centro;Curitiba;PR;41 2629522;;;0;ME;até R$360.000;Não;Não;Livino Maffessoni|Fabio Vidal Freitas;41 2629522;
03083927000120;PHYSIO CORPORE CENTRO DE REABILITACAO FISICA S/S;;25/03/1999;25;Ativa;Sociedade Simples Pura;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80030260;Rua Simao Bolivar, 75;Alto Da Gloria;Curitiba;PR;41 2530304;;;0;ME;até R$360.000;Não;Não;Jose Renato Almeida De Oliveira|Deyse Franco De Oliveira;41 2530304;
04150326000156;CLINICA DE FISIOTERAPIA KARLA SIMAS LTDA;INCORP;14/11/2000;24;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;7490105 - Agenciamento de profissionais para atividades esportivas, culturais e artísticas|8219999 - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente|8591100 - Ensino de esportes|9313100 - Atividades de condicionamento físico|9319101 - Produção e promoção de eventos esportivos;81530300;Rua Almir Trova De Oliveira, 48;Jardim Das Americas;Curitiba;PR;41 33656301;;karla.incorp@gmail.com;10000;ME;até R$360.000;Sim;Não;Karla Maryzabete Chaves Simas|Davi Simas Bremer|Carlos Henrique Simas Bremer;41 33656301;
04120221000154;CLINICA DE FISIOTERAPIA DRA GEWANER KUEHNE S/S LTDA;;31/10/2000;24;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80240210;Avenida Republica Argentina, 369, Sala 403;Agua Verde;Curitiba;PR;41 3432878;;;0;ME;até R$360.000;Sim;Não;Gewaner Kuehne|Mauricio Kuehne Junior;41 3432878;
04072009000169;CLINICA DE FISIOTERAPIA SANTA BARBARA LTDA;CLINICA DE FISIOTERAPIA SANTA BARBARA;27/09/2000;24;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;81540190;Rua Professor Joao Doetzer, 873, Sala 02;Jardim Das Americas;Curitiba;PR;41 3662339;;fisioadri@yahoo.com.br;7000;ME;até R$360.000;Não;Não;Adriana Vieira Pires Machado;41 3662339;
04061072000108;STATO DELL'ARTE CENTRO AVANCADO DE RECUPERACAO ESTETICA S/C LTDA;;22/09/2000;24;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80420160;Rua Alferes Angelo Sampaio, 1882;Batel;Curitiba;PR;;;;20000;ME;até R$360.000;Não;Não;Celso Schaefer Neto|Nilson Cesario Pereira;;
04063853000123;CLINSPORT FISIOTERAPIA E REABILITACAO LTDA;;19/09/2000;24;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;80410070;Alameda Julia Da Costa, 527;Sao Francisco;Curitiba;PR;;;;93700;ME;até R$360.000;Sim;Não;Alvaro Jose Lins;;
04006146000103;REEDUCAR CLINICA DE FISIOTERAPIA E REABILITACAO LTDA;;03/08/2000;24;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;81530150;Rua Senador Batista De Oliveira, 190;Jardim Das Americas;Curitiba;PR;41 999106377;;acoll@terra.com.br;15000;ME;até R$360.000;Sim;Não;Emerson Cardoso Kaminski|Fabio Mamoru Okimura;41 999106377;
04069923000150;CLINICAS M.E.S. LTDA;;03/08/2000;24;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8211300 - Serviços combinados de escritório e apoio administrativo;80230090;Rua Alferes Poli, 405, Conj 902;Centro;Curitiba;PR;41 3333131;;;15000;ME;até R$360.000;Sim;Não;Luiz Antonio Lacerda De Mello E Silva|Bethania Godoy De Mello E Silva|Caroline Godoy De Mello E Silva;41 3333131;
03918220000197;CLINICA DE FISIOTERAPIA PANIZZI LTDA;POLIHAUER;05/07/2000;24;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;81670000;Avenida Marechal Floriano Peixoto, 6938;Boqueirao;Curitiba;PR;;;;0;ME;até R$360.000;Não;Não;Camilla Panizzi Orreda|Alessandro Alvarenga Panizzi;;
03871400000160;FISIOSANNO CONSULTORIO MEDICO E TERAPIA HOLISTICA S/S LTDA;FISIOSANNO;09/06/2000;24;Ativa;Sociedade Simples Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;81510001;Avenida Senador Salgado Filho, 1559;Uberaba;Curitiba;PR;;;;0;ME;até R$360.000;Não;Não;Celso Akio Sato|Mara De Fatima Caetano De Quadra;;
03835541000128;ATHENAS CLINICA DE FISIOTERAPIA LTDA;CLINICA DE FISIOTERAPIA DR. NELSON MANABU HATA;24/05/2000;24;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8690903 - Atividades de acupuntura|8690901 - Atividades de práticas integrativas e complementares em saúde humana|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;80020320;Rua Marechal Deodoro, 497, Sala 111 Andar 11 Cond Nerina Caillet Ed;Centro;Curitiba;PR;41 32232145;41 999905288;athenasfisio@hotmail.com;5000;ME;até R$360.000;Sim;Não;Nelson Manabu Hata;41 32232145,41 999905288;
03800795000100;L.BARONE CONSULTORIOS ASSOCIADOS LTDA;;09/05/2000;24;Ativa;Sociedade Simples Limitada;Matriz;8650003 - Atividades de psicologia e psicanálise;8650004 - Atividades de fisioterapia|8650005 - Atividades de terapia ocupacional;80620130;Rua D Pedro I, 1036;Agua Verde;Curitiba;PR;41 32679505;41 991368139;jba@brturbo.com.br;5000;ME;até R$360.000;Não;Não;Jose Domingos Moreira;41 32679505,41 991368139;
